#    ** ICASA**,,,,,
#     Column Definitions:,,,,,
#     - Total Potential Responses: All survey participants including those who left the question blank.,,,,,
#     - Non-empty Responses: All responses that are not null or empty string.,,,,,
"#     - Informative Responses: Responses that are not classified as non-informative (e.g.  not ""N/A"",  ""No comment"", etc.)",,,,,
#     - Response: Individual informative responses with each response on a separate row.,,,,,
#     ,,,,,
Question,Institution,Total Potential Responses,Non-empty Responses,Informative Responses,Response
How is food or housing insecurity affecting your work?,"University of New Mexico, Los Alamos",28,9,6,increases anxiety which interferes with sleep which interferes with getting to work on time and completing all of my job duties.
,,,,,"i lost my last job because they changed my work location, which i couldn't do with my car that couldn't handle the commute and was shared, getting two people to and from work."
,,,,,i feel anxious for my future.
,,,,,2 jobs
,,,,,mostly affected
,,,,,very good
How is food or housing insecurity affecting your work?,"University of New Mexico, Taos",65,24,10,rentals properties are extremely limited and expensive in taos.
,,,,,it doesn't affect my work.
,,,,,i worry but weâ€™re fine. i more worry about my students
,,,,,worrying about mortgage and home insurance is challenging.
,,,,,it causes me to worry that i'll need to find a new position and move somewhere that is more affordable.
,,,,,just waiting for the other shoe to drop. living paycheck to paycheck.
,,,,,"due to health related issues and medical appointments, i have had to miss work and use a lot of my sick leave hours.  this negatively affected my workload and mental health due to the stress accompanied with pending projects and to do's."
,,,,,i worry about students/community
,,,,,looking for work.
,,,,,often
How is food or housing insecurity affecting your work?,"University of New Mexico, Valencia",47,19,7,it makes me feel anxious
,,,,,i don't believe it affects my work.
,,,,,anxiety and stress makes it difficult to give 100% at work
,,,,,"at this time, it isn't."
,,,,,housing rates prevent me from living in campus area and i remote work.
,,,,,i need to either buy food or bring food while i'm at work
,,,,,bringing lunch can be a challange
How is food or housing insecurity affecting your work?,Western New Mexico University,30,12,3,it isn't
,,,,,i am never comfortable at work or at home.
,,,,,stressed out and tired
What could your college or university do to address food and housing insecurity? Please share a solution(s).,Central New Mexico Community College,715,314,222,they are doing a great job.
,,,,,cnm does a food pantry. expanding and increasing how often it offers food as well as the types of food couldn't hurt.
,,,,,provide nutritious low cost meals on campus
,,,,,provide housing on campus
,,,,,there will be an employee allowance
,,,,,more availability around campus and provide information about food distribution options.
,,,,,"have a food pantry on every campus, or at least a free food truck/pantry that visits every campus."
,,,,,pay staff/faculty more. inflation stinks!
,,,,,"provide food options on campus that arenâ€™t dependent on food trucks, vending machines and a coffee shop / junk food"
,,,,,provide housing vouchers
,,,,,more food options
,,,,,collect funds for those who need assistance
,,,,,i am fine.
,,,,,pay raises and more affordable options for food
,,,,,yes they could offer food on campus
,,,,,"i think building an affordable place to eat on campus, as well as opening the food pantry more than once a week would help our students and staff greatly."
,,,,,more options on campus. increase pay for currently lower paid positions.
,,,,,provide vouchers to those who need it.
,,,,,on campus housing
,,,,,increase staff wages!
,,,,,have the cafeteria open longer.
,,,,,pay appropriate wages / cost of living increases
,,,,,low/moderate cost meal options for students and staff. actively participate in conversations regarding the lack or minimal amount of affordable safe housing in albuquerque.
,,,,,affordable healthy food during school hours
,,,,,"raises, increase pay."
,,,,,fight harder for cost of living increases at legislative sessions and budget meetings
,,,,,pay me more.
,,,,,pay your grad workers more. we are barely making it by and working so many jobs to do so.
,,,,,share information via text/email to students like newsletters.
,,,,,i feel my college makes a huge effort to make resources available.
,,,,,"provide more food options and events with free food in multiple locations and also do a better job advertising. i often see events with free food for faculty and sometimes staff throughout the day for different occasions, but rarely for students. if anything, events with free food for students tend to be at nighttime, or that's what it feels like."
,,,,,"pay our health insurance fees, and/ or retirement amount monthly"
,,,,,work with the food stamp office. they say i make too much and i struggle to buy food. have a garden on campus so we can get fresh veggies and such things in exchange of helping tend it.
,,,,,higher wages. food gift cards
,,,,,pay there staff members more money.
,,,,,pay a competitive wage.
,,,,,healthier/ less expensive food served on campus
,,,,,provide how meals at montoya campus (cnm)
,,,,,westside campus needs to have the food pantry opened longer and for more days a week. advertise more.
,,,,,pay employees livable wages. focus more on employee food insecurity or include employees in the discussion (along with students)
,,,,,reopen food court at cnm montoya campus
,,,,,cheaper food options in the cafeteria.
,,,,,give people housing and food.
,,,,,"pay us more, i have a ton of experience, but compared to wages of people my age doing similar work out of a university, i get at least 6.00 less an hour than my counter part. and that is a very conservative number."
,,,,,need better pay with this rising inflation.
,,,,,have more food options available
,,,,,food pantry
,,,,,greater food bank drives/availability
,,,,,"low cost meal plan, cafeteria for staff, faculty, and students for free or reduced meals."
,,,,,i think students need more scholarship funding specifically for housing and food that is on par with the current costs
,,,,,"maybe expand the food pantry to all campuses, or collaborate with grocery stores nearby to those campuses to see if they could provide the students, faculty, and staff with healthy food options that discounted / are getting ready to go out of date."
,,,,,pay employees a living wage.  i have a ph.d. and make $15.50 an hour.
,,,,,have food pantries on all of the campuses - if addressing the need reveals this would help
,,,,,offer affordable food options on campus.
,,,,,more food options on campus that are open past 3 pm. more fresh greens at an affordable price and possible early hours. at 8 am or 7:30 am.
,,,,,"we have a food pantry that i think is well received at main campus.  adding one to south valley, montoya, and west side would help."
,,,,,"increase pay to all employees, have more food pantry locations, have food pantry days for staff and faculty (there have been times i wanted to go but didn't want to be staff taking away from students). i don't think there's an ""emergency loan"" offered to staff (such as rust for students) but that would also be huge in covering unexpected payments between paychecks."
,,,,,"the college could offer or contract with vendors to provide healthy, affordable meal options on all campuses."
,,,,,"better food options available here at the campus, more affordable"
,,,,,"i think the food pantry is a great wait to address food insecurity, but i think we need to do more at cnm. i would love to see the food pantry grow to more- become a place where students, staff and faculty can go for clothing, furniture, assistance with apply for state/government assistance, legal and mental counseling, etc."
,,,,,it would be great if there were more housing vouchers available for temporary assistance/crisis momements
,,,,,the state of new mexico and its colleges might invest money to build affordable apartment housing near campuses to ease housing and transportation issues related to attending college; perhaps conduct a study on feasability of need/desire/cost of this
,,,,,give recourses
,,,,,farmer .or growers market on campus that accept good programs
,,,,,pay higher wages.
,,,,,increase locations of food pantries on cnm campuses. increase student and staff awareness of sources that could promote or provide housing security.
,,,,,increase our wages to keep up with inflation rates. provide affordable healthy balanced meals on campus all the time during the week.
,,,,,provide day care on campus that is excellent quality and safe and affordable.
,,,,,already doing a great job with food pantry
,,,,,"bring more food trucks to the campus to serve the population, and with more affordable options and more locations around campus."
,,,,,"more choices would be good,  what happened to the food trucks?  they never came back after covid."
,,,,,better pay
,,,,,create resources on how to apply for social support services. work with the state to create a stable housing program for university/college employees and students (or expand if there already is one)
,,,,,"more days open for the cnm main campus food panrty.  it's only open once a week, and the line is always wrapped around the building.  students and some employees need more!"
,,,,,"provide better, more affordable options for food on all its campuses"
,,,,,provide cafeteria or meal plan options.
,,,,,reduce spending on sports programs and lower/stabilize tuition rates instead of increasing every year
,,,,,"the food pantry at cnm is tremendous. when i was able to get to the pantry, i always had fresh fruit and veggies."
,,,,,offer food pantry access to employees as well
,,,,,make the food pantry available for staff and faculty.
,,,,,offer affordable and healthy food options. build dorms for students with families. or offer affordable housing for students near campus.
,,,,,i feel that my school does a lot to help students with food insecurities.
